Geography,County,State,Median Income,ACS Home Value,Zillow Home Value,Zillow Bottom Tier Home Value,Zillow Top Tier Home Value
"Gates County, North Carolina",Gates County,North Carolina,62962,142500,,,
"Graham County, North Carolina",Graham County,North Carolina,45968,124800,,,
"Granville County, North Carolina",Granville County,North Carolina,65347,146100,162700,74500,266800
"Greene County, North Carolina",Greene County,North Carolina,49933,85700,,,
"Guilford County, North Carolina",Guilford County,North Carolina,70975,160200,148600,77000,278100
"Halifax County, North Carolina",Halifax County,North Carolina,48959,86500,78300,32700,154400
"Harnett County, North Carolina",Harnett County,North Carolina,61707,144700,161000,90800,236200
"Haywood County, North Carolina",Haywood County,North Carolina,60451,175900,137300,,258500
"Henderson County, North Carolina",Henderson County,North Carolina,64902,193200,255400,,396900
"Hertford County, North Carolina",Hertford County,North Carolina,47562,86800,,,
"Hoke County, North Carolina",Hoke County,North Carolina,55620,137700,169400,104900,231300
"Hyde County, North Carolina",Hyde County,North Carolina,53018,81000,,,
"Iredell County, North Carolina",Iredell County,North Carolina,78916,173600,195400,108000,397700
"Jackson County, North Carolina",Jackson County,North Carolina,56942,177200,199800,100300,439800
"Johnston County, North Carolina",Johnston County,North Carolina,68380,150700,177100,109500,266900
"Jones County, North Carolina",Jones County,North Carolina,48697,92700,,,
"Lee County, North Carolina",Lee County,North Carolina,62270,138400,126300,56000,219900
"Lenoir County, North Carolina",Lenoir County,North Carolina,52611,93500,97800,,163700
"Lincoln County, North Carolina",Lincoln County,North Carolina,69222,158700,,117000,380600
"McDowell County, North Carolina",McDowell County,North Carolina,50413,110400,137800,69500,245600
"Macon County, North Carolina",Macon County,North Carolina,60174,162000,180900,106600,384100
"Madison County, North Carolina",Madison County,North Carolina,55357,172200,203300,120700,325900
"Martin County, North Carolina",Martin County,North Carolina,52094,83100,,,
"Mecklenburg County, North Carolina",Mecklenburg County,North Carolina,90144,203900,237300,151400,430500
"Mitchell County, North Carolina",Mitchell County,North Carolina,50273,140600,,,
"Montgomery County, North Carolina",Montgomery County,North Carolina,52782,105900,96700,49300,227100
"Moore County, North Carolina",Moore County,North Carolina,75405,207300,219400,110200,343800
"Nash County, North Carolina",Nash County,North Carolina,62992,123100,,,215000
"New Hanover County, North Carolina",New Hanover County,North Carolina,73868,225600,232900,153600,418400
"Northampton County, North Carolina",Northampton County,North Carolina,44431,81900,,,
"Onslow County, North Carolina",Onslow County,North Carolina,59835,154400,143900,89900,226100
"Orange County, North Carolina",Orange County,North Carolina,101601,283000,292500,166700,515900
"Pamlico County, North Carolina",Pamlico County,North Carolina,59929,150600,,,
"Pasquotank County, North Carolina",Pasquotank County,North Carolina,61141,158900,,,
"Pender County, North Carolina",Pender County,North Carolina,67459,167200,237200,,400700
"Perquimans County, North Carolina",Perquimans County,North Carolina,58761,165500,,,
"Person County, North Carolina",Person County,North Carolina,58792,118500,147700,77000,267500
"Pitt County, North Carolina",Pitt County,North Carolina,63106,138700,,62600,221400
"Polk County, North Carolina",Polk County,North Carolina,65935,205500,225300,127200,393700
"Randolph County, North Carolina",Randolph County,North Carolina,56370,119500,133800,75400,202400
"Richmond County, North Carolina",Richmond County,North Carolina,47522,80000,,,
"Robeson County, North Carolina",Robeson County,North Carolina,46080,72100,74000,34300,143100
"Rockingham County, North Carolina",Rockingham County,North Carolina,53674,109600,70900,,153300
"Rowan County, North Carolina",Rowan County,North Carolina,61029,130400,138300,80100,242100
"Rutherford County, North Carolina",Rutherford County,North Carolina,50745,109000,122800,,249100
"Sampson County, North Carolina",Sampson County,North Carolina,53815,87700,118700,56200,199700
"Scotland County, North Carolina",Scotland County,North Carolina,43613,85200,82100,,149300
"Stanly County, North Carolina",Stanly County,North Carolina,58277,133000,140400,,258200
"Stokes County, North Carolina",Stokes County,North Carolina,54555,123900,151900,93300,242900
"Surry County, North Carolina",Surry County,North Carolina,54928,120900,116700,66700,197900
"Swain County, North Carolina",Swain County,North Carolina,51229,122300,148500,,244500
"Transylvania County, North Carolina",Transylvania County,North Carolina,59800,202100,217700,125700,386600
"Tyrrell County, North Carolina",Tyrrell County,North Carolina,42430,113100,,,
"Union County, North Carolina",Union County,North Carolina,96768,215200,235100,140400,424700
"Vance County, North Carolina",Vance County,North Carolina,52073,95500,90400,30900,191400
"Wake County, North Carolina",Wake County,North Carolina,97668,250700,288100,183900,454400
"Warren County, North Carolina",Warren County,North Carolina,50514,93900,,,
"Washington County, North Carolina",Washington County,North Carolina,45550,86000,,,
"Watauga County, North Carolina",Watauga County,North Carolina,61734,240700,253100,157200,426800
"Wayne County, North Carolina",Wayne County,North Carolina,57911,117000,85700,,149200
"Wilkes County, North Carolina",Wilkes County,North Carolina,52694,123700,,,
"Wilson County, North Carolina",Wilson County,North Carolina,57807,119200,137800,74800,222800
"Yadkin County, North Carolina",Yadkin County,North Carolina,55116,127300,,,
"Yancey County, North Carolina",Yancey County,North Carolina,50389,139800,,,
"Adams County, North Dakota",Adams County,North Dakota,79673,144900,,64100,172700
"Barnes County, North Dakota",Barnes County,North Dakota,71680,117200,131800,69200,224700
"Benson County, North Dakota",Benson County,North Dakota,63622,68900,,,
"Billings County, North Dakota",Billings County,North Dakota,109708,185300,,,
"Bottineau County, North Dakota",Bottineau County,North Dakota,80283,140500,156700,66900,242700
"Bowman County, North Dakota",Bowman County,North Dakota,83816,149600,,,
"Burke County, North Dakota",Burke County,North Dakota,85530,115300,,,
"Burleigh County, North Dakota",Burleigh County,North Dakota,86295,237000,260100,190300,381600
"Cass County, North Dakota",Cass County,North Dakota,79729,198100,222000,151700,341600
"Cavalier County, North Dakota",Cavalier County,North Dakota,92110,95500,,,
"Dickey County, North Dakota",Dickey County,North Dakota,71649,110400,84500,39200,137900
"Divide County, North Dakota",Divide County,North Dakota,86889,150800,,,
"Dunn County, North Dakota",Dunn County,North Dakota,110815,168800,,,
"Eddy County, North Dakota",Eddy County,North Dakota,78267,74200,,,
"Emmons County, North Dakota",Emmons County,North Dakota,65410,92200,70200,,134500
"Foster County, North Dakota",Foster County,North Dakota,72734,125600,134200,71000,202800
"Golden Valley County, North Dakota",Golden Valley County,North Dakota,64564,119900,,,
"Grand Forks County, North Dakota",Grand Forks County,North Dakota,71128,181600,187400,115700,298100
"Grant County, North Dakota",Grant County,North Dakota,73250,79800,,,
"Griggs County, North Dakota",Griggs County,North Dakota,70225,91800,,,
"Hettinger County, North Dakota",Hettinger County,North Dakota,77141,108200,,,
"Kidder County, North Dakota",Kidder County,North Dakota,80288,104400,,,
"LaMoure County, North Dakota",LaMoure County,North Dakota,84260,91100,,,
"Logan County, North Dakota",Logan County,North Dakota,73099,79000,,,
"McHenry County, North Dakota",McHenry County,North Dakota,84492,116700,122500,,221200
"McIntosh County, North Dakota",McIntosh County,North Dakota,62365,72300,,,
"McKenzie County, North Dakota",McKenzie County,North Dakota,112247,213600,,,
"McLean County, North Dakota",McLean County,North Dakota,82466,159300,168300,96500,230300
"Mercer County, North Dakota",Mercer County,North Dakota,86585,166200,,,
"Morton County, North Dakota",Morton County,North Dakota,87358,187600,207000,121900,316300
"Mountrail County, North Dakota",Mountrail County,North Dakota,102561,169800,198700,,240200
"Nelson County, North Dakota",Nelson County,North Dakota,67252,78700,,,
"Oliver County, North Dakota",Oliver County,North Dakota,88350,171800,,,
"Pembina County, North Dakota",Pembina County,North Dakota,77797,85500,82300,,150900
"Pierce County, North Dakota",Pierce County,North Dakota,56370,110400,,76900,
"Ramsey County, North Dakota",Ramsey County,North Dakota,77972,130400,140900,64800,238900
"Ransom County, North Dakota",Ransom County,North Dakota,77140,120600,117000,65600,184400
"Renville County, North Dakota",Renville County,North Dakota,76496,125900,118000,,
"Richland County, North Dakota",Richland County,North Dakota,70529,116000,116300,56400,190400
"Rolette County, North Dakota",Rolette County,North Dakota,52918,73700,,53100,181500
"Sargent County, North Dakota",Sargent County,North Dakota,77975,96400,,,
"Sheridan County, North Dakota",Sheridan County,North Dakota,71308,84900,,,
"Sioux County, North Dakota",Sioux County,North Dakota,58284,76300,,,
"Slope County, North Dakota",Slope County,North Dakota,77362,89300,,,
"Stark County, North Dakota",Stark County,North Dakota,95103,228200,246100,175400,337800
"Steele County, North Dakota",Steele County,North Dakota,85831,72000,,,
"Stutsman County, North Dakota",Stutsman County,North Dakota,70481,130900,161700,97800,247400
"Towner County, North Dakota",Towner County,North Dakota,77777,73000,,,
"Traill County, North Dakota",Traill County,North Dakota,75978,127200,125500,76400,199500
"Walsh County, North Dakota",Walsh County,North Dakota,68345,83700,84800,45800,148400
"Ward County, North Dakota",Ward County,North Dakota,82294,211900,243300,172600,352300
"Wells County, North Dakota",Wells County,North Dakota,71303,84200,,,162500
"Williams County, North Dakota",Williams County,North Dakota,114935,238900,235300,141700,324300
"Adams County, Ohio",Adams County,Ohio,50766,98000,,,
"Allen County, Ohio",Allen County,Ohio,61177,110900,96500,34600,177200
"Ashland County, Ohio",Ashland County,Ohio,63172,122000,132900,78600,201500
"Ashtabula County, Ohio",Ashtabula County,Ohio,54175,106300,93600,47400,163300
"Athens County, Ohio",Athens County,Ohio,53964,116500,140500,61400,214300
"Auglaize County, Ohio",Auglaize County,Ohio,70661,143100,127200,71300,215900
"Belmont County, Ohio",Belmont County,Ohio,61951,94800,,28300,
"Brown County, Ohio",Brown County,Ohio,61660,118600,126500,71600,202900
"Butler County, Ohio",Butler County,Ohio,79707,162300,172900,83500,270900
"Carroll County, Ohio",Carroll County,Ohio,67091,116700,108900,,181000
"Champaign County, Ohio",Champaign County,Ohio,64262,126700,,,
"Clark County, Ohio",Clark County,Ohio,61195,107300,108900,54000,180600
"Clermont County, Ohio",Clermont County,Ohio,82645,160600,172200,117100,286300
"Clinton County, Ohio",Clinton County,Ohio,64052,123700,138800,84100,222300
"Columbiana County, Ohio",Columbiana County,Ohio,60688,104300,89000,,166100
"Coshocton County, Ohio",Coshocton County,Ohio,53480,95500,95000,50900,152200
"Crawford County, Ohio",Crawford County,Ohio,57309,85600,,,
"Cuyahoga County, Ohio",Cuyahoga County,Ohio,69511,123900,128800,56400,247500
"Darke County, Ohio",Darke County,Ohio,61027,113200,,75900,
"Defiance County, Ohio",Defiance County,Ohio,66785,112700,112600,71700,180400
"Delaware County, Ohio",Delaware County,Ohio,126348,279800,,196900,441500
"Erie County, Ohio",Erie County,Ohio,69829,132400,127700,62300,219600
"Fairfield County, Ohio",Fairfield County,Ohio,78617,168500,188400,114900,279900
"Fayette County, Ohio",Fayette County,Ohio,58444,108900,111300,70800,185700
"Franklin County, Ohio",Franklin County,Ohio,76492,158400,176100,96800,314600
"Fulton County, Ohio",Fulton County,Ohio,71844,134700,138800,92200,206400
"Gallia County, Ohio",Gallia County,Ohio,56696,103200,,,
"Geauga County, Ohio",Geauga County,Ohio,105716,228000,235400,146600,381300
"Greene County, Ohio",Greene County,Ohio,82493,163500,,,
"Guernsey County, Ohio",Guernsey County,Ohio,55159,103100,98500,44700,164500
"Hamilton County, Ohio",Hamilton County,Ohio,76575,145800,150300,86300,312700
"Hancock County, Ohio",Hancock County,Ohio,69755,132600,138900,86500,236700
"Hardin County, Ohio",Hardin County,Ohio,56141,95400,,,
"Harrison County, Ohio",Harrison County,Ohio,56341,88600,,,
"Henry County, Ohio",Henry County,Ohio,67582,116200,,,
"Highland County, Ohio",Highland County,Ohio,55305,107800,101000,51100,166700
"Hocking County, Ohio",Hocking County,Ohio,58187,118400,129400,67400,209900
"Holmes County, Ohio",Holmes County,Ohio,72439,183800,,,
"Huron County, Ohio",Huron County,Ohio,61274,118800,,,
"Jackson County, Ohio",Jackson County,Ohio,53008,93900,,,
"Jefferson County, Ohio",Jefferson County,Ohio,56958,88700,,,124200
"Knox County, Ohio",Knox County,Ohio,62619,138900,133800,81900,212400
"Lake County, Ohio",Lake County,Ohio,76742,150100,148100,99500,246200
"Lawrence County, Ohio",Lawrence County,Ohio,55953,101500,,,
"Licking County, Ohio",Licking County,Ohio,75461,157800,,,
"Logan County, Ohio",Logan County,Ohio,64497,127200,125200,,224600
"Lorain County, Ohio",Lorain County,Ohio,71808,140300,140100,72200,259300
"Lucas County, Ohio",Lucas County,Ohio,64043,109000,98000,33200,201700
"Madison County, Ohio",Madison County,Ohio,79997,156700,162200,106200,279900
"Mahoning County, Ohio",Mahoning County,Ohio,59772,99300,85600,,178100
"Marion County, Ohio",Marion County,Ohio,58564,93700,,,
"Medina County, Ohio",Medina County,Ohio,87753,185800,198300,134300,301900
"Meigs County, Ohio",Meigs County,Ohio,54724,87400,,,
"Mercer County, Ohio",Mercer County,Ohio,70167,137900,155700,,252500
"Miami County, Ohio",Miami County,Ohio,69126,138900,141300,78900,245800
"Monroe County, Ohio",Monroe County,Ohio,54706,97400,,,
"Montgomery County, Ohio",Montgomery County,Ohio,64443,112100,107100,45900,199300
"Morgan County, Ohio",Morgan County,Ohio,52640,90500,,,
"Morrow County, Ohio",Morrow County,Ohio,66552,139400,,,
"Muskingum County, Ohio",Muskingum County,Ohio,55880,112500,118400,59600,184400
"Noble County, Ohio",Noble County,Ohio,59439,91300,,,
"Ottawa County, Ohio",Ottawa County,Ohio,73388,145400,144400,71500,289300
"Paulding County, Ohio",Paulding County,Ohio,60145,92500,,19300,54000
"Perry County, Ohio",Perry County,Ohio,56016,102500,103900,55400,193900
"Pickaway County, Ohio",Pickaway County,Ohio,71859,152000,170900,106800,255400
"Pike County, Ohio",Pike County,Ohio,57148,100100,,,
"Portage County, Ohio",Portage County,Ohio,70273,152000,159300,108100,261000
